id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
711,Bus,Nusantara,nearest bus terminal,Business,Pemalang,Yogyakarta,151.76148119190498,98644.96277473825
712,Bus,Budiman,nearest bus terminal,Suite,Karawang,Yogyakarta,385.72044969812714,289290.3372735954
713,Train,PT KAI,Tuban,Business,Tuban,Yogyakarta,222.337926911915,231231.44398839158
714,Bus,Dewi Sri,nearest bus terminal,Suite,Klaten,Yogyakarta,44.33509515234492,33251.32136425869
715,Bus,Lorena,nearest bus terminal,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,678142.4044218288
716,Bus,Haryanto,nearest bus terminal,Business,Cilegon,Yogyakarta,523.5899966739782,340333.49783808587
717,Bus,Dewi Sri,nearest bus terminal,Business,Batam,Yogyakarta,1225.5223093146765,796589.5010545398
718,Train,PT KAI,Cimahi,Business,Cimahi,Yogyakarta,334.9202108675686,348317.01930227136
719,Train,PT KAI,Karawang,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
720,Plane,Wings Air,Bandar Udara Internasional Sam Ratulangi,Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2025303.2341968487
721,Bus,Nusantara,nearest bus terminal,Economic,Magetan,Yogyakarta,112.68790797419841,56343.95398709921
722,Plane,Lion Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Economic,Bengkulu,Yogyakarta,997.5854283886057,1496378.1425829085
723,Train,PT KAI,Purwosari,Economic,Surakarta,Yogyakarta,68.04500135455822,54436.00108364658
724,Train,PT KAI,Duduk,Business,Gresik,Yogyakarta,350.08148965766696,364084.74924397364
725,Train,PT KAI,Kepanjen,Economic,Malang,Yogyakarta,249.9132515073408,199930.60120587263
726,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
727,Train,PT KAI,Garum,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
728,Train,PT KAI,Lampegan,Suite,Cianjur,Yogyakarta,378.0621762662139,453674.6115194566
729,Train,PT KAI,Cakung,Business,Jakarta Timur,Yogyakarta,429.14406523784896,446309.82784736296
730,Bus,Dewi Sri,nearest bus terminal,Suite,Brebes,Yogyakarta,192.6946821360098,144521.01160200735
731,Plane,Wings Air,Bandar Udara Abdulrachman Saleh,Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
732,Train,PT KAI,Semarang Poncol,Suite,Semarang,Yogyakarta,109.37687454139586,131252.24944967503
733,Bus,Nusantara,nearest bus terminal,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,393147.59733655746
734,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Lampung,Yogyakarta,684.1841734461109,342092.08672305546
735,Plane,NAM Air,Bandar Udara Internasional Kualanamu,Economic,Sumatera Selatan,Yogyakarta,877.9380166727185,1316907.0250090777
736,Train,PT KAI,Kedung Jati,Business,Boyolali,Yogyakarta,75.14059220340893,78146.21589154529
737,Plane,Garuda Indonesia,Bandar Udara Juwata,Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
738,Train,PT KAI,Cimahi,Economic,Cimahi,Yogyakarta,334.9202108675686,267936.1686940549
739,Bus,Sinar Jaya,nearest bus terminal,Suite,Tarakan,Yogyakarta,1485.351188920733,1114013.39169055
740,Bus,Haryanto,nearest bus terminal,Suite,Balikpapan,Yogyakarta,1036.1041341055677,777078.1005791757
741,Bus,Haryanto,nearest bus terminal,Economic,Batang,Yogyakarta,4355.101666817891,2177550.8334089452
742,Bus,Nusantara,nearest bus terminal,Economic,Serang,Yogyakarta,526.216155379768,263108.077689884
743,Plane,Sriwijaya Air,Bandar Udara Binuang,Suite,Kalimantan Selatan,Yogyakarta,786.7319481865729,1770146.8834197891
744,Train,PT KAI,Plered,Economic,Purwakarta,Yogyakarta,358.8393633433293,287071.49067466345
745,Train,PT KAI,Ngadiluwih,Economic,Kediri,Yogyakarta,181.49519008042117,145196.15206433693
746,Plane,Lion Air,Bandar Udara Fatmawati Soekarno,Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
747,Train,PT KAI,Barat,Business,Magetan,Yogyakarta,112.68790797419841,117195.42429316635
748,Bus,Mayasari,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
749,Train,PT KAI,Ketanggungan,Suite,Brebes,Yogyakarta,192.6946821360098,231233.61856321176
750,Bus,Nusantara,nearest bus terminal,Business,Makassar,Yogyakarta,1048.5138765246138,681534.019740999
751,Plane,Garuda Indonesia,Bandar Udara Alas Leuser,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
752,Train,PT KAI,Lampegan,Economic,Cianjur,Yogyakarta,378.0621762662139,302449.7410129711
753,Plane,Wings Air,Unknown Airport,Suite,Banten,Yogyakarta,496.92179636711603,1118074.0418260111
754,Train,PT KAI,Ranuyoso,Economic,Lumajang,Yogyakarta,315.4223117768743,252337.84942149947
755,Bus,Budiman,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
756,Plane,Batik Air,Unknown Airport,Economic,Banten,Yogyakarta,496.92179636711603,745382.6945506741
757,Train,PT KAI,Mojokerto,Suite,Mojokerto,Yogyakarta,241.18707882277067,289424.4945873248
758,Bus,Hiba,nearest bus terminal,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,877020.7180923915
759,Plane,Garuda Indonesia,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Suite,Sulawesi Utara,Yogyakarta,1797.54188318467,4044469.237165508
760,Plane,Lion Air,Bandar Udara Depati Amir,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,2644755.3772451323
761,Train,PT KAI,Purwoasri,Business,Kediri,Yogyakarta,181.49519008042117,188754.997683638
762,Train,PT KAI,Kedungbanteng,Suite,Sragen,Yogyakarta,91.47727523446306,109772.73028135567
763,Train,PT KAI,Tarahan,Economic,Bandar Lampung,Yogyakarta,629.7894061501536,503831.5249201229
764,Bus,Rosalia Indah,nearest bus terminal,Business,Lampung,Yogyakarta,684.1841734461109,444719.7127399721
765,Train,PT KAI,Wonokerto,Suite,Pasuruan,Yogyakarta,282.6093643740866,339131.23724890396
766,Plane,Garuda Indonesia,Bandar Udara Fatmawati Soekarno,Suite,Jambi,Yogyakarta,1080.9267465522385,2432085.1797425365
767,Plane,PT Trigana Air Service,Bandar Udara Ngloram (Bandar Udara Blora),Business,Jawa Tengah,Yogyakarta,84.66775283966177,165102.11803734046
768,Train,PT KAI,Singojuruh,Business,Banyuwangi,Yogyakarta,417.7821639876958,434493.45054720365
769,Train,PT KAI,Luwung,Business,Cirebon,Yogyakarta,243.56079565615678,253303.22748240305
770,Plane,Garuda Indonesia,Bandar Udara Bali Baru,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
771,Bus,Budiman,nearest bus terminal,Economic,Ciamis,Yogyakarta,228.653627845652,114326.81392282601
772,Train,PT KAI,Pagaden Baru,Suite,Subang,Yogyakarta,1573.8721979387558,1888646.637526507
773,Train,PT KAI,Maswati,Business,Bandung Barat,Yogyakarta,347.3558014760002,361250.0335350402
774,Plane,Lion Air,Bandar Udara Blangkejeren (Bandar Udara Gayo Lues) (Bandar Udara Senubung),Economic,Aceh,Yogyakarta,2014.7223682251845,3022083.552337777
775,Train,PT KAI,Ngagel,Business,Surabaya,Yogyakarta,273.8180533906966,284770.77552632446
776,Bus,Nusantara,nearest bus terminal,Suite,Tanjung Pinang,Yogyakarta,1400.5854705969123,1050439.1029476842
777,Plane,Wings Air,Bandar Udara Frans Sales Lega,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
778,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
779,Plane,Citilink,Bandar Udara Binaka,Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
780,Train,PT KAI,Lubuk Buaya,Suite,Padang,Yogyakarta,1356.2769455231717,1627532.3346278062
781,Train,PT KAI,Merak,Business,Cilegon,Yogyakarta,523.5899966739782,544533.5965409374
782,Train,PT KAI,Buaran,Economic,Jakarta Timur,Yogyakarta,429.14406523784896,343315.2521902792
783,Bus,Dewi Sri,nearest bus terminal,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,653510.8702082045
784,Bus,Mayasari,nearest bus terminal,Business,Manado,Yogyakarta,1917.7790968103739,1246556.412926743
785,Plane,Batik Air,Bandar Udara Internasional Hang Nadim,Suite,Lampung,Yogyakarta,684.1841734461109,1539414.3902537497
786,Train,PT KAI,Karangpucung,Business,Banjar,Yogyakarta,732.5899586046614,761893.5569488478
787,Train,PT KAI,Cimahi,Suite,Cimahi,Yogyakarta,334.9202108675686,401904.2530410823
788,Bus,Hiba,nearest bus terminal,Business,Banyuwangi,Yogyakarta,417.7821639876958,271558.4065920023
789,Train,PT KAI,Cipunegara,Economic,Subang,Yogyakarta,1573.8721979387558,1259097.7583510047
790,Bus,Haryanto,nearest bus terminal,Business,Mojokerto,Yogyakarta,241.18707882277067,156771.60123480094
791,Train,PT KAI,Pondok Cina,Suite,Depok,Yogyakarta,428.9755164057098,514770.61968685174
792,Plane,Garuda Indonesia,Unknown Airport,Suite,Banten,Yogyakarta,496.92179636711603,1118074.0418260111
793,Train,PT KAI,Cikarang,Business,Bekasi,Yogyakarta,419.4694344733886,436248.2118523242
794,Train,PT KAI,Karang Asem (Banyuwangi Kota),Economic,Banyuwangi,Yogyakarta,417.7821639876958,334225.73119015666
795,Bus,Sinar Jaya,nearest bus terminal,Economic,Blora,Yogyakarta,160.53000515612763,80265.00257806381
796,Train,PT KAI,Kramat,Business,Jakarta Pusat,Yogyakarta,437.0517885095066,454533.86004988686
797,Train,PT KAI,Palur,Business,Karanganyar,Yogyakarta,87.02743185942376,90508.52913380071
798,Bus,Dewi Sri,nearest bus terminal,Suite,Brebes,Yogyakarta,192.6946821360098,144521.01160200735
799,Plane,Garuda Indonesia,Bandar Udara Binaka,Economic,Kepulauan Riau,Yogyakarta,1077.3258575676762,1615988.7863515143
800,Plane,PT Trigana Air Service,Bandar Udara Ngloram (Bandar Udara Blora),Business,Jawa Barat,Yogyakarta,324.18707186347507,632164.7901337764
801,Bus,Hiba,nearest bus terminal,Economic,Manado,Yogyakarta,1917.7790968103739,958889.548405187
802,Bus,Haryanto,nearest bus terminal,Business,Sidoarjo,Yogyakarta,259.52981703864833,168694.3810751214
803,Bus,Sinar Jaya,nearest bus terminal,Business,Jambi,Yogyakarta,1080.9267465522385,702602.3852589551
804,Bus,Hiba,nearest bus terminal,Economic,DKI Jakarta,Yogyakarta,438.967847019126,219483.923509563
805,Bus,Lorena,nearest bus terminal,Business,Jambi,Yogyakarta,1080.9267465522385,702602.3852589551
806,Plane,NAM Air,Bandar Udara Fatmawati Soekarno,Business,Jambi,Yogyakarta,1080.9267465522385,2107807.155776865
807,Plane,PT Trigana Air Service,Bandar Udara Juwata,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
808,Bus,Haryanto,nearest bus terminal,Business,Ternate,Yogyakarta,11547.374859761849,7505793.658845202
809,Train,PT KAI,Cilebut,Business,Bogor,Yogyakarta,422.78231889794927,439693.6116538673
810,Bus,Lorena,nearest bus terminal,Business,Jakarta Selatan,Yogyakarta,435.818905534949,283282.2885977169
811,Train,PT KAI,Songgom,Suite,Brebes,Yogyakarta,192.6946821360098,231233.61856321176
812,Bus,Hiba,nearest bus terminal,Economic,Jombang,Yogyakarta,211.7850913076902,105892.54565384511
813,Bus,Haryanto,nearest bus terminal,Suite,Wonogiri,Yogyakarta,65.1100266350096,48832.5199762572
814,Plane,Sriwijaya Air,Unknown Airport,Suite,Gorontalo,Yogyakarta,1650.7274560911121,3714136.7762050023
815,Train,PT KAI,Peterongan,Economic,Jombang,Yogyakarta,211.7850913076902,169428.07304615216
816,Train,PT KAI,Randegan,Suite,Banjar,Yogyakarta,732.5899586046614,879107.9503255936
817,Plane,Batik Air,Bandar Udara Frans Sales Lega,Economic,Bali,Yogyakarta,521.9825957538203,782973.8936307305
818,Plane,Batik Air,Bandar Udara Lunyuk,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
819,Plane,NAM Air,Bandar Udara Enggano,Economic,Jambi,Yogyakarta,1080.9267465522385,1621390.1198283576
820,Plane,Sriwijaya Air,Bandar Udara Dabo,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.61803911
821,Train,PT KAI,Sukorejo,Suite,Pasuruan,Yogyakarta,282.6093643740866,339131.23724890396
822,Train,PT KAI,Buaran,Suite,Jakarta Timur,Yogyakarta,429.14406523784896,514972.8782854188
823,Bus,Budiman,nearest bus terminal,Suite,Tulungagung,Yogyakarta,169.2547648272099,126941.07362040743
824,Bus,Dewi Sri,nearest bus terminal,Suite,Wonogiri,Yogyakarta,65.1100266350096,48832.5199762572
825,Plane,PT Trigana Air Service,Pangkalan Udara Soewondo d.h. Bandar Udara Polonia,Business,DKI Jakarta,Yogyakarta,438.967847019126,855987.3016872958
826,Plane,PT Trigana Air Service,Bandar Udara Juwata,Suite,Kalimantan Tengah,Yogyakarta,786.2951946731149,1769164.1880145087
827,Plane,Sriwijaya Air,Bandar Udara Depati Parbo,Business,Sumatera Barat,Yogyakarta,1356.2848088436576,2644755.3772451323
828,Bus,Lorena,nearest bus terminal,Business,Cirebon,Yogyakarta,243.56079565615678,158314.51717650192
829,Bus,Haryanto,nearest bus terminal,Business,Depok,Yogyakarta,428.9755164057098,278834.08566371136
830,Bus,Rosalia Indah,nearest bus terminal,Business,Purworejo,Yogyakarta,53.36856175856877,34689.565143069696
831,Bus,Rosalia Indah,nearest bus terminal,Economic,Kendari,Yogyakarta,1415.3805831726015,707690.2915863007
832,Bus,Dewi Sri,nearest bus terminal,Economic,Wonogiri,Yogyakarta,65.1100266350096,32555.013317504803
833,Bus,Rosalia Indah,nearest bus terminal,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,653510.8702082045
834,Bus,Sinar Jaya,nearest bus terminal,Economic,Banjar,Yogyakarta,732.5899586046614,366294.9793023307
835,Plane,Lion Air,Bandar Udara Bali Baru,Economic,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,1709901.1519921075
836,Plane,NAM Air,Bandar Udara Abdulrachman Saleh,Suite,DKI Jakarta,Yogyakarta,438.967847019126,987677.6557930335
837,Plane,Citilink,Bandar Udara Benjina,Suite,Maluku,Yogyakarta,1987.6613976835763,4472238.144788047
838,Plane,NAM Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
839,Bus,Rosalia Indah,nearest bus terminal,Economic,Mataram,Yogyakarta,635.8472587039132,317923.6293519566
840,Train,PT KAI,Leces,Economic,Probolinggo,Yogyakarta,324.1913946350937,259353.11570807494
841,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Jember,Yogyakarta,368.1953643126563,276146.5232344922
842,Train,PT KAI,Brumbung,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
843,Plane,Citilink,Bandar Udara Arung Palakka,Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
844,Bus,Sinar Jaya,nearest bus terminal,Business,Grobogan,Yogyakarta,113.49164077468595,73769.56650354587
845,Plane,NAM Air,Bandar Udara Bireuen,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.61803911
846,Bus,Lorena,nearest bus terminal,Suite,Gresik,Yogyakarta,350.08148965766696,262561.1172432502
847,Plane,Wings Air,Bandar Udara Pantar (Bandar Udara Kabir),Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
848,Train,PT KAI,Wonokromo,Suite,Surabaya,Yogyakarta,273.8180533906966,328581.6640688359
849,Train,PT KAI,Sepanjang,Economic,Sidoarjo,Yogyakarta,259.52981703864833,207623.85363091866
850,Train,PT KAI,Sumlaran,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
851,Bus,Nusantara,nearest bus terminal,Economic,Jakarta Barat,Yogyakarta,447.8533791485487,223926.68957427435
852,Train,PT KAI,Kruwul,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
853,Bus,Rosalia Indah,nearest bus terminal,Suite,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,854950.5759960538
854,Train,PT KAI,Andir,Economic,Bandung,Yogyakarta,325.89770797152363,260718.1663772189
855,Train,PT KAI,Indro,Suite,Gresik,Yogyakarta,350.08148965766696,420097.78758920036
856,Bus,Budiman,nearest bus terminal,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,740957.1658632467
857,Bus,Rosalia Indah,nearest bus terminal,Suite,Jawa Barat,Yogyakarta,324.18707186347507,243140.30389760633
858,Train,PT KAI,Cicurug,Economic,Sukabumi,Yogyakarta,413.1162545173275,330493.003613862
859,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Tulungagung,Yogyakarta,169.2547648272099,84627.38241360495
860,Train,PT KAI,Duren Kalibata,Suite,Jakarta Selatan,Yogyakarta,435.818905534949,522982.6866419388
861,Bus,Lorena,nearest bus terminal,Suite,Balikpapan,Yogyakarta,1036.1041341055677,777078.1005791757
862,Plane,PT Trigana Air Service,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
863,Plane,Lion Air,Bandar Udara Fatmawati Soekarno,Business,Sumatera Selatan,Yogyakarta,877.9380166727185,1711979.132511801
864,Plane,PT Trigana Air Service,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
865,Plane,NAM Air,Bandar Udara Bintan Baru,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.81989823
866,Plane,Sriwijaya Air,Bandar Udara Alas Leuser,Business,Aceh,Yogyakarta,2014.7223682251845,3928708.61803911
867,Train,PT KAI,Cikoya,Economic,Tangerang,Yogyakarta,457.6054446069322,366084.3556855458
868,Plane,Citilink,Unknown Airport,Suite,Gorontalo,Yogyakarta,1650.7274560911121,3714136.7762050023
869,Plane,Batik Air,Bandar Udara Djalaluddin,Economic,Sulawesi Utara,Yogyakarta,1797.54188318467,2696312.8247770052
870,Plane,Citilink,Bandar Udara Depati Amir,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
871,Plane,Batik Air,Unknown Airport,Business,Banten,Yogyakarta,496.92179636711603,968997.5029158763
872,Bus,Nusantara,nearest bus terminal,Suite,Kalimantan Timur,Yogyakarta,1168.2805011804724,876210.3758853542
873,Train,PT KAI,Porong,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.780446378
874,Plane,Garuda Indonesia,Bandar Udara Bintan Baru,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
875,Plane,Batik Air,Bandar Udara Dabo,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
876,Plane,Garuda Indonesia,Bandar Udara Danau Toba,Economic,Riau,Yogyakarta,1355.379546339091,2033069.3195086364
877,Train,PT KAI,Sembung,Economic,Jombang,Yogyakarta,211.7850913076902,169428.07304615216
878,Bus,Dewi Sri,nearest bus terminal,Economic,Malang,Yogyakarta,249.9132515073408,124956.62575367039
879,Train,PT KAI,Sumber Pucung,Suite,Malang,Yogyakarta,249.9132515073408,299895.90180880897
880,Bus,Hiba,nearest bus terminal,Suite,Ternate,Yogyakarta,11547.374859761849,8660531.144821387
881,Plane,Wings Air,Bandar Udara Aek Godang,Business,Sumatera Utara,Yogyakarta,1659.117501711117,3235279.1283366783
882,Plane,Lion Air,Bandar Udara Frans Sales Lega,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
883,Train,PT KAI,Gawok,Suite,Sragen,Yogyakarta,91.47727523446306,109772.73028135567
884,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
885,Bus,Nusantara,nearest bus terminal,Economic,Kalimantan Selatan,Yogyakarta,786.7319481865729,393365.9740932865
886,Bus,Mayasari,nearest bus terminal,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,678142.4044218288
887,Train,PT KAI,Lampegan,Business,Cianjur,Yogyakarta,378.0621762662139,393184.6633168624
888,Bus,Mayasari,nearest bus terminal,Suite,Bali,Yogyakarta,521.9825957538203,391486.9468153652
889,Train,PT KAI,Leuwigoong,Business,Bandung,Yogyakarta,325.89770797152363,338933.6162903846
890,Bus,Sinar Jaya,nearest bus terminal,Suite,Cimahi,Yogyakarta,334.9202108675686,251190.1581506764
891,Train,PT KAI,Pasirbungur,Economic,Subang,Yogyakarta,1573.8721979387558,1259097.7583510047
892,Train,PT KAI,Universitas Indonesia,Business,Depok,Yogyakarta,428.9755164057098,446134.5370619382
893,Train,PT KAI,Sumobito,Business,Jombang,Yogyakarta,211.7850913076902,220256.49495999783
894,Bus,Sinar Jaya,nearest bus terminal,Suite,Klaten,Yogyakarta,44.33509515234492,33251.32136425869
895,Bus,Mayasari,nearest bus terminal,Economic,Lumajang,Yogyakarta,315.4223117768743,157711.15588843715
896,Bus,Dewi Sri,nearest bus terminal,Business,Solo,Yogyakarta,68.04500135455822,44229.250880462845
897,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
898,Bus,Haryanto,nearest bus terminal,Business,Medan,Yogyakarta,1822.7420375533572,1184782.3244096823
899,Bus,Nusantara,nearest bus terminal,Economic,Purworejo,Yogyakarta,53.36856175856877,26684.280879284383
900,Train,PT KAI,Gembong,Suite,Lamongan,Yogyakarta,236.16326225674064,283395.91470808873
901,Plane,NAM Air,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2632894.2044559033
902,Train,PT KAI,Padalarang,Business,Bandung Barat,Yogyakarta,347.3558014760002,361250.0335350402
903,Bus,Hiba,nearest bus terminal,Economic,Serang,Yogyakarta,526.216155379768,263108.077689884
904,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
905,Plane,Lion Air,Bandar Udara Pantar (Bandar Udara Kabir),Business,Sulawesi Barat,Yogyakarta,1169.3609574565219,2280253.867040218
906,Train,PT KAI,Pakisaji,Suite,Malang,Yogyakarta,249.9132515073408,299895.90180880897
907,Bus,Rosalia Indah,nearest bus terminal,Economic,Balikpapan,Yogyakarta,1036.1041341055677,518052.06705278385
908,Plane,Batik Air,Bandar Udara Internasional Minangkabau,Economic,Lampung,Yogyakarta,684.1841734461109,1026276.2601691664
909,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Subang,Yogyakarta,1573.8721979387558,786936.0989693779
910,Plane,Garuda Indonesia,Bandar Udara Komodo,Business,Sulawesi Barat,Yogyakarta,1169.3609574565219,2280253.867040218
911,Plane,Lion Air,Unknown Airport,Business,Gorontalo,Yogyakarta,1650.7274560911121,3218918.539377669
912,Train,PT KAI,Cicurug,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
913,Train,PT KAI,Duren Kalibata,Business,Jakarta Selatan,Yogyakarta,435.818905534949,453251.661756347
914,Bus,Rosalia Indah,nearest bus terminal,Suite,Madiun,Yogyakarta,149.62256665123383,112216.92498842537
915,Train,PT KAI,Benteng,Suite,Surabaya,Yogyakarta,273.8180533906966,328581.6640688359
916,Train,PT KAI,Tulungagung,Business,Tulungagung,Yogyakarta,169.2547648272099,176024.95542029833
917,Plane,Sriwijaya Air,Unknown Airport,Suite,Banten,Yogyakarta,496.92179636711603,1118074.0418260111
918,Train,PT KAI,Cimahi,Economic,Cimahi,Yogyakarta,334.9202108675686,267936.1686940549
919,Plane,Lion Air,Bandar Udara Depati Parbo,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
920,Plane,Garuda Indonesia,Bandar Udara Depati Amir,Economic,Sumatera Barat,Yogyakarta,1356.2848088436576,2034427.2132654865
921,Plane,Wings Air,Bandar Udara Dabo,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
922,Bus,Nusantara,nearest bus terminal,Economic,Mataram,Yogyakarta,635.8472587039132,317923.6293519566
923,Bus,Hiba,nearest bus terminal,Suite,Pasuruan,Yogyakarta,282.6093643740866,211957.02328056496
924,Bus,Lorena,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
925,Plane,PT Trigana Air Service,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Suite,Jawa Timur,Yogyakarta,236.30849522541612,531694.1142571862
926,Bus,Sinar Jaya,nearest bus terminal,Economic,Bekasi,Yogyakarta,419.4694344733886,209734.7172366943
927,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,DKI Jakarta,Yogyakarta,438.967847019126,219483.923509563
928,Train,PT KAI,Nganjuk,Economic,Nganjuk,Yogyakarta,178.75205838611703,143001.64670889362
929,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Business,Cilegon,Yogyakarta,523.5899966739782,340333.49783808587
930,Bus,Hiba,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
931,Plane,PT Trigana Air Service,Bandar Udara Fatmawati Soekarno,Business,Jambi,Yogyakarta,1080.9267465522385,2107807.155776865
932,Plane,Lion Air,Bandar Udara Bolaang (Bandar Udara Loloda Mokoagow),Business,Sulawesi Utara,Yogyakarta,1797.54188318467,3505206.672210107
933,Plane,Sriwijaya Air,Bandar Udara H. Aroeppala,Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2025303.2341968487
934,Plane,Garuda Indonesia,Bandar Udara Bali Baru,Business,Bali,Yogyakarta,521.9825957538203,1017866.0617199496
935,Plane,NAM Air,Unknown Airport,Business,Gorontalo,Yogyakarta,1650.7274560911121,3218918.539377669
936,Plane,Garuda Indonesia,Bandar Udara Adisucipto,Economic,DKI Jakarta,Yogyakarta,438.967847019126,658451.770528689
937,Bus,Nusantara,nearest bus terminal,Business,Jember,Yogyakarta,368.1953643126563,239326.98680322658
938,Plane,NAM Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Economic,Sumatera Selatan,Yogyakarta,877.9380166727185,1316907.0250090777
939,Plane,Garuda Indonesia,Bandar Udara Abdulrachman Saleh,Economic,Jawa Barat,Yogyakarta,324.18707186347507,486280.6077952126
940,Train,PT KAI,Sroyo,Economic,Bojonegoro,Yogyakarta,179.96708290456277,143973.66632365022
941,Bus,Budiman,nearest bus terminal,Economic,Tasikmalaya,Yogyakarta,260.81634883719096,130408.17441859547
942,Bus,Haryanto,nearest bus terminal,Business,Lebak,Yogyakarta,484.56524675423674,314967.4103902539
943,Bus,Nusantara,nearest bus terminal,Economic,Surabaya,Yogyakarta,273.8180533906966,136909.0266953483
944,Plane,Garuda Indonesia,Unknown Airport,Economic,Kepulauan Bangka Belitung,Yogyakarta,732.9651988925159,1099447.798338774
945,Plane,NAM Air,Bandar Udara Iskandar,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,1699128.2625413318
946,Plane,Batik Air,Bandar Udara Iskandar,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,1699128.2625413318
947,Train,PT KAI,Cipeuyeum,Suite,Cianjur,Yogyakarta,378.0621762662139,453674.6115194566
948,Plane,PT Trigana Air Service,Bandar Udara Abdulrachman Saleh,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
949,Train,PT KAI,Cimahi,Business,Cimahi,Yogyakarta,334.9202108675686,348317.01930227136
